OBJECTID,WD19CD,WD19NM,WD19NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
1528,E05003212,Eamont, ,351920,526856,-2.74637,54.63453,17413485.4685211,29272.2755046869,a0d0850d-b146-4985-9462-de9b2fa4addc
1529,E05003213,Greystoke, ,337296,530107,-2.97358,54.66213,115783056.227768,70635.2810802163,fd84559c-e3d4-4ae5-9307-01f05b006c11
1530,E05003214,Hartside, ,364904,534919,-2.54621,54.70806,101277623.11618,53599.9848822166,c2d2ddd1-af76-4010-81d8-6181381acbce
1531,E05003215,Hesket, ,346447,543360,-2.83418,54.78227,89080990.5214844,68294.3815822793,f090c45b-b260-4af8-80d7-419fdfdf47f0
1532,E05003216,Kirkby Stephen, ,382130,508569,-2.27725,54.47217,113921587.781296,68740.6432833545,f6a7c28d-189b-4b8c-b1ef-a203d8e7dc8a
1533,E05003217,Kirkby Thore, ,359320,527717,-2.63186,54.64292,47186329.4213257,45108.9585570948,6349a435-0d82-4517-b712-a2903bc8ef8c
1534,E05003218,Kirkoswald, ,357681,545366,-2.65982,54.80138,109912519.158905,50662.2496721695,0d34e2ec-2c65-4acf-9fa9-f2b78f65145a
1535,E05003219,Langwathby, ,357495,536125,-2.66136,54.71832,62012638.093399,59760.9281915019,7234128b-c22e-470f-84a6-d9aa17b55ebd
1536,E05003220,Lazonby, ,352223,539570,-2.74376,54.7488,48863809.4010315,37268.103927642,c638d077-1dd3-43bc-80d8-df1b68810431
1537,E05003221,Long Marton, ,373278,527917,-2.4156,54.64565,133894367.230576,69146.197140476,7e528cbb-dd61-4e2e-be5f-77b8f9535bc2
1538,E05003222,Morland, ,357774,521392,-2.6549,54.58595,49434757.8240356,40036.2133836342,22d4c068-35e3-4f05-a619-0c1e8da27561
1539,E05003223,Orton with Tebay, ,361470,503716,-2.59539,54.42741,110355992.343201,54058.8304566468,87606f6e-7a18-43ac-8abd-818c4fa1ba7f
1540,E05003224,Penrith Carleton, ,353345,529951,-2.72479,54.66247,2482727.47723389,7170.00178274169,68989e0e-71ae-4e0e-8da2-d22a17ddb06b
1541,E05003225,Penrith East, ,352232,530396,-2.74211,54.66637,935982.615768433,4123.96628446014,a1e30d15-b574-4887-8855-9ddd42e8fa7f
1542,E05003226,Penrith North, ,351608,533517,-2.7523,54.69435,21710954.0307159,22477.3821015369,9f8e6432-f5d5-4838-9a32-987f6946ccaf
1543,E05003227,Penrith Pategill, ,352319,529299,-2.74058,54.65652,635008.325317383,3781.87980919885,2961c0b2-34ef-4a20-abad-822b0ba855d9
1544,E05003228,Penrith South, ,351428,529120,-2.75436,54.65483,1460847.41920471,5907.71721663286,f49ce1e5-e28f-478f-b229-6d6cdb97d982
1545,E05003229,Penrith West, ,350567,529892,-2.76784,54.66168,3416949.34634399,8351.62101382374,91bc71d7-3f66-41ce-92af-b5de984d51ca
1546,E05003230,Ravenstonedale, ,371997,504922,-2.43325,54.43894,104266906.476395,54911.6684378413,9aafac46-d029-4a21-ab22-000ec9e8c5e7
1547,E05003231,Shap, ,351630,511479,-2.74832,54.49632,112055892.510422,57842.0154723406,ae8b93f1-d198-4168-bab9-6bc5f6cdf9c9
1548,E05003232,Skelton, ,340847,540063,-2.92057,54.75202,86337551.6031189,56593.9049744401,d642a9f1-7b1f-4edf-a76e-7d5f3b2dcfaf
1549,E05003233,Ullswater, ,339666,518480,-2.93445,54.55795,158125788.079468,76437.7446185862,6b6c6024-6d1e-410e-8e47-09c162ae2fa9
1550,E05003234,Warcop, ,372546,518543,-2.42606,54.56137,131677512.870667,67694.8928839353,33c8b88f-cfec-40cb-b19e-788d9ddeb046
1551,E05003280,Alfreton, ,441108,355893,-1.38752,53.09868,4570200.90052795,10588.6667352321,a80e327c-99bf-4842-bbf9-ea81af438526
1552,E05003281,Alport, ,430974,349667,-1.53945,53.04339,53266696.4765015,58087.1683330423,89f777b0-930f-4d19-8633-21e5ff118894
1553,E05003282,Belper Central, ,435760,347870,-1.46827,53.02694,1519525.63964844,7501.79779881335,dd2b2308-56eb-4f03-b166-43d05e4b6c55
1554,E05003283,Belper East, ,436575,348400,-1.45606,53.03165,1914187.14968872,6674.1701202811,41636130-a80f-4eed-8625-4d5acb6d1f2d
1555,E05003284,Belper North, ,434190,348304,-1.49163,53.03095,7267901.94044495,16626.9750650108,6160868b-57dc-48a5-b940-21aa654ae4ad
1556,E05003286,Codnor and Waingroves, ,441988,349386,-1.37522,53.04012,5322992.4924469,10909.8386681918,ab1a2cfd-0d3a-489e-8b30-ca85c2e9b47d
1557,E05003287,Crich, ,434664,355250,-1.48382,53.09335,11893073.7641602,18880.8206113249,734e77f5-06ab-4a10-8c6e-22bc89b601ab
1558,E05003289,Heage and Ambergate, ,436748,350314,-1.45326,53.04885,12521114.721283,20776.2117011649,84928abf-2bce-4ae7-9e3c-69ac4c1d2164
1559,E05003290,Heanor and Loscoe, ,442356,347616,-1.36996,53.02418,2788043.08563232,9201.87318855534,7241c3e7-575a-4b2f-a3db-117a8653473e
1560,E05003292,Heanor West, ,443425,346272,-1.35421,53.01202,1486878.40710449,7702.65280966357,18b75ec0-a0b5-454b-b398-516bd5025bd8
1561,E05003293,Ironville and Riddings, ,442931,351909,-1.36082,53.06272,6061755.36329651,14497.2562055622,1f6f873e-ce05-47ca-bb17-44e6f29ebe5a
1562,E05003295,Langley Mill and Aldercar, ,444531,348739,-1.33739,53.0341,7172718.69432068,16503.3657185574,33594eeb-dafe-4054-a368-63dc9a2e2016
1563,E05003296,Ripley, ,440369,350611,-1.39921,53.05126,5603600.64176941,13295.9486151588,3d8ba515-54d1-4720-8361-5c10e8a72053
1564,E05003297,Ripley and Marehay, ,439258,349607,-1.41591,53.04231,2420412.86412048,8080.66441378034,5a66ed29-b963-496d-94b5-7fa38d6b31ed
1565,E05003299,Somercotes, ,443100,353847,-1.35804,53.08013,5943078.86094666,12341.858242786,b6f67776-03a3-4397-a803-588dc0289f9d
1566,E05003300,South West Parishes, ,430549,341094,-1.5466,52.96636,50380770.7857513,47690.359989585,cf022418-d137-4ce9-a4c3-4c7a32959b27
1567,E05003301,Swanwick, ,440833,353356,-1.39195,53.07589,4867672.17745972,9565.75752987827,e5200170-677e-4eff-b161-20d8a69825f1
1568,E05003302,Wingfield, ,437552,354251,-1.44081,53.08418,20127277.3641357,25333.4284872296,21ae554b-8c6d-4615-8ff2-ffca8cd475da
1569,E05003323,Barrow Hill and New Whittington, ,441591,376281,-1.37766,53.28189,10360645.0734711,18584.8878799559,b0249015-5b71-4f9d-bfeb-8b82d825ff99
1570,E05003324,Brimington North, ,440070,374241,-1.40072,53.26367,2101832.67553711,6401.96840374296,e95af00b-e926-44cd-a0c3-9a1345cbf7a8
1571,E05003325,Brimington South, ,440187,372701,-1.39916,53.24982,5226640.86213684,10486.6121696916,e2a893c6-f337-4678-a76b-fac03847dd41
1572,E05003326,Brockwell, ,437495,371670,-1.43963,53.24075,1569886.91879272,7170.88363373785,6aeee1c2-63dd-4a62-b7e9-e99ccaf7bb6d
1573,E05003327,Dunston, ,436387,374125,-1.45595,53.2629,4464042.68971252,10687.6819595128,fbbb8211-99de-4d85-b999-b4e35f898bca
1574,E05003328,Hasland, ,439259,369330,-1.41349,53.21959,2096690.12084961,8629.96238307906,b1fc7899-0e46-4561-8482-3506a2356a4c
1575,E05003329,Hollingwood and Inkersall, ,442622,372955,-1.36264,53.25192,6273135.78359985,17332.9838990577,5c832292-6534-4366-b579-cdcf8aa15ab9
1576,E05003330,Holmebrook, ,437011,370832,-1.44698,53.23325,1071024.6023407,5628.76983430707,07dec1c1-0ea5-4ca1-9035-0f223433b93f
1577,E05003331,Linacre, ,435802,372944,-1.46485,53.25232,1874620.04896545,9420.40190926876,398d5bd3-3c00-471e-945a-577f09f7e156
1578,E05003332,Loundsley Green, ,435987,372147,-1.46217,53.24514,1112460.79980469,5947.87421160204,3bbaee82-c3e2-4e3c-9f9c-83b5c20fdc43
1579,E05003333,Lowgates and Woodthorpe, ,444731,375378,-1.33069,53.27352,8317883.5096283,13798.2126212214,9e753a4c-0743-4b9e-aa7c-f8f2c722673b
1580,E05003334,Middlecroft and Poolsbrook, ,443089,373866,-1.35552,53.26007,3341985.83163452,10964.560072125,6dbf40f2-0e2b-43cd-b1a3-be808569c28c
1581,E05003335,Moor, ,437806,373153,-1.43479,53.25406,1433759.93214417,6443.73272426612,e56753b1-e4a3-4cec-bb47-179eadddc654
1582,E05003336,Old Whittington, ,438251,374767,-1.42793,53.26854,5450571.94728088,14444.5649793106,23c22e8b-843d-4525-9890-5cb6f72fd554
1583,E05003337,Rother, ,437668,369517,-1.43729,53.22139,1524429.18876648,6763.55347070906,db61d681-d811-4acb-aea2-5415827127c4
1584,E05003338,St Helen's, ,438200,372163,-1.42901,53.24513,1447796.94825745,5547.85258244283,82d11a5f-8502-402f-9f28-4e0a548ca860
1585,E05003339,St Leonard's, ,438957,370571,-1.41786,53.23077,4065422.70120239,12254.6397324857,951bafe1-cb28-4e6f-b80b-42449c8062ea
1586,E05003340,Walton, ,436383,370022,-1.45648,53.22602,1668270.40232849,7486.29119249941,5902342d-1fe9-4f63-bfe0-b533bf4e4410
1587,E05003341,West, ,435559,370615,-1.46876,53.2314,2634190.64868164,10338.1408231089,2bc541cf-3b44-4ad5-a37f-f58fafb08320
1588,E05003342,Ashbourne North, ,419505,347499,-1.71064,53.02444,9853846.8442688,21719.5087710359,181c0d6c-af4d-4605-8a29-710161b221f3
1589,E05003343,Ashbourne South, ,418459,345805,-1.72634,53.00925,2484419.78205872,9030.01878183085,ca057b64-54cd-43a1-b9b5-a4427a986b4b
1590,E05003344,Bakewell, ,419207,368235,-1.71386,53.21085,39262185.4314423,37474.8084306047,eebc5465-47bf-40de-a226-1ee1c56535f2
1591,E05003345,Bradwell, ,417077,379332,-1.74516,53.31067,24194755.7322845,34216.1602968676,7663c290-d4a9-42e8-b309-a705e93b98d3
1592,E05003346,Brailsford, ,424152,339513,-1.64196,52.95247,38640876.1730652,44965.0104932004,02226f48-d491-456e-b44b-9a899c90a50e
1593,E05003347,Calver, ,422670,375604,-1.66148,53.27695,15288743.2622986,29237.1768034961,65ac3af7-3d5c-467e-823b-148664016d79
1594,E05003348,Carsington Water, ,423038,353301,-1.65756,53.07646,67907193.9562836,43656.8127853426,bd419182-14d1-4553-80f9-ebcad0a41221
1595,E05003349,Chatsworth, ,427599,370010,-1.58805,53.22644,52389332.6826782,50844.2521941101,2fac1c80-d4c5-4f98-b113-50d9e6ecbf10
1596,E05003350,Clifton and Bradley, ,418752,343851,-1.72208,52.99168,45528689.260849,46631.5345009546,da573309-28e8-4e90-8c01-9f85407d3d6b
1597,E05003351,Darley Dale, ,428459,363636,-1.57573,53.1691,17169328.1182098,18861.3356373631,b1db34e0-610b-4054-b925-14900fae5736
1598,E05003352,Dovedale and Parwich, ,416953,354198,-1.74834,53.08475,63091611.6529083,50228.6505675967,fec872fa-caaa-4b7b-9832-4fe5d2016d3d
1599,E05003353,Doveridge and Sudbury, ,415619,334553,-1.7692,52.9082,32443047.4774399,44597.3450651047,515974d0-fc0a-488d-a725-09edd5e47968
1600,E05003354,Hartington and Taddington, ,411599,370143,-1.82771,53.22822,68918793.2482758,81821.1316026476,8c4d9c34-93d7-4577-9422-73fc2368e16b
1601,E05003355,Hathersage and Eyam, ,422746,380651,-1.65998,53.32231,51232526.2956543,55383.8752427081,aab2e820-a6c1-4d6e-97b5-a7ba032a9817
1602,E05003356,Hulland, ,426435,348255,-1.60727,53.03094,29957600.532135,37244.7464579636,e44806c3-adfd-4c15-a6d6-fce74bdf23e5
1603,E05003357,Lathkill and Bradford, ,419101,364014,-1.71569,53.17291,39284270.9625854,35913.7183831727,51d6101d-e4b4-4294-a891-edf80b142e8d
1604,E05003358,Litton and Longstone, ,419490,373340,-1.70931,53.25672,31312070.6446686,37631.8675924124,f98af921-e6ae-47c1-8452-af005647297e
1605,E05003359,Masson, ,428296,357545,-1.57871,53.11436,19046035.9289703,29613.393799165,d5709def-3375-4da9-8cba-5984a27408da
1606,E05003360,Matlock All Saints, ,430169,361289,-1.55037,53.14791,7322480.61955261,15763.0625832826,1af14eaa-1c80-47b5-b2ea-975ecd510ae5
1607,E05003361,Matlock St Giles, ,431697,359586,-1.5277,53.13251,11710146.5650482,16144.1464722002,30933eaa-42d1-4254-a91c-d2ba564b4074
1608,E05003362,Norbury, ,416045,338446,-1.76267,52.94318,54418404.9095764,50461.7782230267,eeca9275-6bd3-4c72-8b27-eb245c5d1abe
1609,E05003363,Stanton, ,425452,364072,-1.62068,53.17317,16868638.2553101,23169.0164075707,8cb579ce-da42-4820-a117-d2101f6b0e3c
1610,E05003364,Tideswell, ,413949,376674,-1.79222,53.28687,18372695.4096375,20225.0948887328,1ff3db4e-d752-4163-aa27-c7b4bcd5bc1d
1611,E05003365,Winster and South Darley, ,424060,360725,-1.64175,53.14315,22170033.2480927,29964.0886171937,43cb28b4-9634-4f7e-b797-26ae95fe0e8c
1612,E05003366,Wirksworth, ,428907,354440,-1.56986,53.08641,16450336.2904968,26243.6801721029,982a00be-1035-4e46-8fb8-31acfe27b27b
1613,E05003510,Bradninch, ,299194,103602,-3.43254,50.82314,6251112.88759232,14928.4451361598,e38ff4b6-a9c2-4b0d-915e-0e22e352bec0
1614,E05003511,Cadbury, ,293140,105228,-3.51893,50.83667,46848333.9110851,45693.7961226885,b773cd38-50d9-4dea-a882-68032644c30c
1615,E05003512,Canonsleigh, ,303423,119260,-3.37666,50.96463,61913391.7510452,52401.2943114703,885f2f7e-fc5e-4425-a622-5d5d0af49c9d
1616,E05003513,Castle, ,296003,117346,-3.48174,50.94613,17858593.7876396,23715.5751559894,6659b657-5ea1-40eb-8ac4-df5d61e443ce
1617,E05003514,Clare and Shuttern, ,293443,119705,-3.51886,50.96687,113621086.302326,82006.1307980921,d2e6d0e6-ff5a-4f59-8d39-dbc9be2585c8
1618,E05003515,Cranmore, ,296832,111651,-3.46833,50.89508,7892870.58692551,13682.0069176557,52e637c3-0c76-4903-98fe-cc30f8fca521
1619,E05003516,Cullompton North, ,302379,107488,-3.38837,50.85862,3038257.03456306,10906.6760088039,aa5c7aea-caf7-4fd7-8d89-0c0d2a36339f
1620,E05003517,Cullompton Outer, ,300921,106074,-3.40869,50.84566,60950649.547575,68151.4072018581,53aee197-c5f8-4c40-ae3b-22c616924f9f
1621,E05003518,Cullompton South, ,301597,106912,-3.39932,50.85331,781632.718755722,4591.57068747903,70f82aba-8e5f-466a-8089-bd1b7a8fd354
1622,E05003519,Halberton, ,300373,113662,-3.41855,50.91378,44165222.2947502,48900.5123531531,cb481ccd-3469-481e-96f7-acd94653b352
1623,E05003520,Lawrence, ,282792,100492,-3.66431,50.79209,1080538.55668068,4983.35718577068,276cdc0b-c4e4-4e33-82bd-a491db820f37
1624,E05003521,Lower Culm, ,306652,111767,-3.32877,50.8978,15232349.9595375,25699.3708957714,e2eea892-77c1-4164-9434-0d7d5866c652
1625,E05003522,Lowman, ,297831,115335,-3.45516,50.92838,16850304.5658226,27010.0825772918,8aeb4c69-d881-4715-b000-3980725e9098
1626,E05003524,Sandford and Creedy, ,279905,107950,-3.7077,50.85854,107029993.092474,64626.3153423752,d3f5c167-b6b5-4f6a-9dfd-e1566c83f2b4
1627,E05003525,Silverton, ,296710,102920,-3.4676,50.81657,12685366.165556,24492.932573096,301eb4e0-62ba-4304-bfaa-f53686169ef9
1628,E05003526,Taw, ,270649,105550,-3.83829,50.83497,57810846.5631371,56680.3639520624,e2b588ec-1e49-47db-9762-b925f02fc546
1629,E05003527,Taw Vale, ,272455,109920,-3.81418,50.87465,36898111.1566753,43585.3280949908,5e2e421e-f9c1-41f6-8d65-2566665c8c22
1630,E05003528,Upper Culm, ,312406,113233,-3.24732,50.91188,71588962.958746,50476.6449261044,be2244c9-07aa-4e9a-b650-b7c09f477641
1631,E05003529,Upper Yeo, ,273909,99648,-3.78999,50.78264,33902073.7676392,32099.7990473636,114e6279-e329-4b27-b582-6c8f8e54b427
1632,E05003530,Way, ,287412,109492,-3.60156,50.87391,51098327.6935959,46582.5941749793,81a46a10-f586-43d3-b5f1-796db66beb0d
1633,E05003531,Westexe, ,292493,112226,-3.53018,50.89946,28909389.6198082,40259.8166604069,e6970b30-6e7e-4b29-9ad6-948beb4728b6
1634,E05004021,Billericay East, ,568695,195450,0.436123,51.63257,5321982.25769043,13577.6209291493,0f175df3-8e64-403f-bf7a-c47def82dfe8
1635,E05004022,Billericay West, ,566968,196211,0.411555,51.63992,5301573.92726898,10617.306870676,9e3e3983-f554-48cd-be94-a32aac05a102
1636,E05004023,Burstead, ,567755,192805,0.42129,51.60909,19240861.9275284,23266.5790057781,ba108311-d72e-4734-b5ba-997ddcc37bd5
1637,E05004024,Crouch, ,571853,192244,0.480137,51.60281,14255132.4057617,26735.4546044551,b340cc16-4921-4941-83f2-6048cb767cf8
1638,E05004025,Fryerns, ,571194,190005,0.46954,51.5829,5720081.44078827,11537.5283533981,7354d6d9-6f7e-4ca9-b1b7-a7faf25a1ac7
1639,E05004026,Laindon Park, ,566592,189051,0.40273,51.57571,5864533.62026978,12220.2670171634,af0937e0-bbb6-4c26-a3cf-d222d4981fc8
1640,E05004027,Langdon Hills, ,568091,187077,0.423399,51.55753,5841957.66104889,14858.8406687936,f93c6738-5ed7-4c9b-91e7-d39ce15969bd
1641,E05004028,Lee Chapel North, ,568854,188830,0.435236,51.57305,2121834.21790314,5954.12434074144,9e43a8dc-682d-4260-a85a-bf69fc46a482
1642,E05004029,Nethermayne, ,571496,186747,0.472306,51.55354,6871113.13724518,17414.5296247991,dc08302e-e2ea-4d16-9d5d-a472d8168c14
1643,E05004030,Pitsea North West, ,573989,189937,0.509805,51.58143,4111478.73816681,9464.79532184744,a3851f0b-36c7-4baa-82a5-9819a3def69b
1644,E05004031,Pitsea South East, ,575126,187500,0.524984,51.55919,17903603.4744339,24866.0535729331,cbb6867d-1e4b-479f-8c44-bbc246e70274
1645,E05004032,St Martin's, ,570199,189053,0.454733,51.57465,2405747.4545517,8583.28910876387,0470c90f-f7bb-41ae-8df2-e7cfd90b1643
1646,E05004033,Vange, ,572388,188233,0.485887,51.56662,1642614.43502045,6820.65980220397,116ee0a6-313e-4d45-8bac-4f71fafdad52
1647,E05004034,Wickford Castledon, ,573665,192726,0.506514,51.60659,4357641.85961914,13278.8568281646,aa8f69cb-2044-4531-9f97-6d5f9a26dfff
1648,E05004035,Wickford North, ,576094,193453,0.541917,51.61236,4664768.06724548,13236.1246540937,e364de90-e76e-4e92-b0df-fe600d9a59bb
1649,E05004036,Wickford Park, ,575466,192087,0.532174,51.60029,4820990.98609924,11614.5083043588,4d295992-d2f7-404e-8937-1747dd6c03e9
1650,E05004067,Brentwood North, ,559250,194490,0.299336,51.62669,1771125.10018158,5714.17285226832,bcdc39cf-644b-4179-9c5b-69117a9d8be5
1651,E05004068,Brentwood South, ,560125,193287,0.311417,51.61564,1759621.62850189,8028.65752498986,b5ebccbc-bcbd-4661-8b60-aca64923ca65
1652,E05004069,Brentwood West, ,558466,193169,0.287422,51.61504,1870812.65468597,7017.11070981568,8dbeac0b-ed3d-4662-9c81-60e851b36459
1653,E05004070,Brizes and Doddinghurst, ,556358,197916,0.25912,51.65828,32562363.6244965,39193.162722226,b7c953a6-00be-49c6-8a73-4a2d5d57b4b7
1654,E05004071,"Herongate, Ingrave and West Horndon", ,562801,190682,0.348826,51.59147,19846078.2249451,23433.7537459676,ad4960a8-b6b8-4f15-b2f6-dbd6e2832a2e
1655,E05004072,Hutton Central, ,562485,194198,0.345896,51.62314,2179461.27115631,10273.0697694936,be74d13d-c961-493a-a5c4-4e0376745a88
1656,E05004073,Hutton East, ,564086,194684,0.36923,51.62705,4866591.3554306,9879.58861075373,cdaba8e2-eee1-49bd-a9d6-5ca9b62512b5
1657,E05004074,Hutton North, ,562634,195895,0.348833,51.63835,1553621.89332581,5739.51182528223,2ecc3279-9fdd-4084-8368-8e47e0687ed3
1658,E05004075,Hutton South, ,561602,194148,0.333128,51.62295,1742880.39692688,7193.54699335621,100dcb05-54ca-4dc2-9e6c-771f0da5bb1b
1659,E05004076,"Ingatestone, Fryerning and Mountnessing", ,563811,198971,0.367266,51.66564,27951127.8359756,28602.9019113253,61149747-0cd0-4a80-b133-0945e717d70d
1660,E05004077,Pilgrims Hatch, ,558621,196200,0.291031,51.64223,4698184.53902435,12136.7475716057,71dadbe2-3ae6-44c5-8194-9c232ddf5e6e
1661,E05004078,Shenfield, ,561068,195884,0.326218,51.6387,6837490.82268524,14360.7746949077,8190f9dc-7a87-4ff4-94e2-d1fd3913f257
1662,E05004079,South Weald, ,556305,194909,0.257012,51.63128,11942012.2159195,17958.0623900201,047d6f5c-f72c-4cb0-bf20-94833b968522
1663,E05004080,Tipps Cross, ,557283,201615,0.274146,51.69126,15271074.4625168,29284.2712282393,e02a9da2-55bc-4ce4-bcc5-160e644c6f09
1664,E05004081,Warley, ,559500,190323,0.301051,51.58918,18271602.2789383,22011.5728365436,69d59ac8-9108-48ad-8e94-68b810979ccb
1665,E05004082,Appleton, ,577011,187799,0.552297,51.56129,1634982.7281723,7247.63903951051,0aa83ded-e3e2-419b-a1bf-b366569b6d2b
1666,E05004083,Boyce, ,578968,186681,0.579931,51.55063,5009346.56446075,10308.424542125,5fc05fcc-d306-4a71-8b2c-a7a64bb4b4c5
1667,E05004084,Canvey Island Central, ,579191,183673,0.581615,51.52354,1205204.64733887,5379.30970373009,707a4078-da9c-49f9-99d9-b8a99e9a585e
1668,E05004085,Canvey Island East, ,581483,183230,0.614389,51.51883,14309399.9393616,20387.7102482326,a8d72983-1b6a-47e1-979f-6ce088a14f23
1669,E05004086,Canvey Island North, ,580870,183937,0.605926,51.52538,2581799.85224152,10809.7797724421,b7962437-bee8-48dd-a230-8033a0014874
1670,E05004087,Canvey Island South, ,580055,182898,0.59366,51.5163,3260655.71730804,7952.88851098113,94fcc91b-d283-4ae3-ae3f-a4e1e6792f7b
1671,E05004088,Canvey Island West, ,576577,184072,0.544176,51.52795,12171839.8403702,19960.9073996893,a2e1f784-9658-4e92-96e8-a25452800b74
1672,E05004089,Canvey Island Winter Gardens, ,579322,184470,0.583907,51.53066,2598712.64401245,8939.38042028614,dc51b1b7-606b-4b06-865a-444938bc5f0e
1673,E05004090,Cedar Hall, ,579429,188557,0.58753,51.56734,1744917.13250732,6719.89443695918,086d1f69-c88a-463d-ae9e-c0fedf566903
1674,E05004091,St George's, ,576969,189209,0.552402,51.57397,1123805.60706329,5096.55762685228,87df76cc-7df5-47c5-b0c1-c5b167436ed8
1675,E05004092,St James, ,581033,186187,0.609429,51.54554,6790204.36315918,12683.0988152184,d3810401-b67c-4294-af0e-f4dab55978e2
1676,E05004093,St Mary's, ,576936,186702,0.550666,51.55146,2380136.03598022,8502.23607960118,954adbe0-72d4-4ae0-b9fe-2d99d7832982
1677,E05004094,St Peter's, ,578323,189393,0.572013,51.5752,4156329.22278595,10736.8766112248,5f04cc48-c4f9-4cbb-bba9-20ffb4a4f911
1678,E05004095,Victoria, ,581372,188444,0.615476,51.5657,4731177.96560669,9817.56410832337,541b3f34-b51b-45b3-bb2f-a046f4ae84ad
1679,E05004096,Bicknacre and East and West Hanningfield, ,575813,200936,0.541619,51.67967,34107245.6459732,36652.7725978141,2da90f7d-c1da-48aa-8242-60b604d08b5e
1680,E05004097,Boreham and The Leighs, ,573692,216587,0.518786,51.82091,32291564.5208664,39109.9409187558,8c78997f-7948-4004-897b-5c33d3db3711
1681,E05004098,Broomfield and The Walthams, ,569987,213661,0.46365,51.79577,44567862.5687637,45276.3020709142,282147ba-7fac-444f-b58a-532e9aa211f3
1682,E05004099,Chelmer Village and Beaulieu Park, ,573432,207873,0.510665,51.74272,5384010.73461914,13608.1474311752,58067f4b-dce2-40c3-85f8-0abfb57f4f0e
1683,E05004100,Chelmsford Rural West, ,565106,210943,0.391643,51.77281,59321176.523262,55431.3133854236,ff09a094-b501-41ca-a152-3f6922595d88
1684,E05004101,Galleywood, ,572111,202703,0.488998,51.69669,8954517.97608185,16031.9560883838,5c01b69f-4cdb-405c-96b3-da9fe4a28b52
1685,E05004102,Goat Hall, ,570084,204238,0.460445,51.71109,3962814.79877472,12709.755755475,b760ae5e-2314-4317-a130-041ea240dbce
1686,E05004103,Great Baddow East, ,572856,205669,0.501236,51.7231,4569723.2854538,13476.7448602283,ccdd310e-238c-40c6-b76d-22127cda3516
1687,E05004104,Great Baddow West, ,571784,204786,0.485297,51.7155,1903449.45595551,7813.51199796391,a4a8ac9e-4d39-4b81-b946-ddd2b6f47764
1688,E05004105,"Little Baddow, Danbury and Sandon", ,577177,205561,0.563675,51.72078,33548821.7677765,33012.1057651641,606bf586-918a-47b3-bda9-e67b5465b262
1689,E05004106,Marconi, ,570372,207363,0.466138,51.73908,1428438.74485779,7480.84775412195,66ace2c1-fd8d-45e1-9f69-0600f09357ce
1690,E05004107,Moulsham and Central, ,571112,206426,0.476384,51.73044,2793509.02505493,9150.26469980068,3559f006-c3d1-4a7c-be7f-05dfabb083ae
1691,E05004108,Moulsham Lodge, ,570934,205096,0.473157,51.71854,1096420.67987823,4395.28382666371,a2031a4e-464e-4188-a639-e53207f42c75
1692,E05004109,Patching Hall, ,570140,208655,0.463413,51.75075,1987409.77742004,7605.60372196559,bd48936c-8453-475c-9953-9b2c531e1087
1693,E05004110,Rettendon and Runwell, ,577053,197072,0.557581,51.64457,23426337.5879517,26013.1610198918,e60d87da-169f-4b41-9316-14049d820f6d
1694,E05004111,St Andrews, ,568895,208207,0.445177,51.74711,2128556.21626282,6286.62432477582,48769081-3fa8-48b7-99d7-3029a5ca9721
1695,E05004112,"South Hanningfield, Stock and Margaretting", ,569753,198424,0.452835,51.65896,46238251.8858871,46763.4216378271,30d89b34-dc66-4c68-ac5d-b907ae9e0f2c
1696,E05004113,South Woodham-Chetwood and Collingwood, ,580895,196693,0.612852,51.63995,3828646.71227264,12541.5534532653,a8ced455-eeb0-48ec-b399-3a9f019d65c0
1697,E05004114,South Woodham-Elmwood and Woodville, ,580283,198127,0.604756,51.65302,5211352.00618744,10890.2057996881,d158f6bd-a3eb-463e-950a-d191e4cd3b32
1698,E05004115,Springfield North, ,572106,209762,0.492413,51.7601,2788472.92726135,10502.343566634,5de9efa8-9b92-4621-8d1c-8965b2206a10
1699,E05004116,The Lawns, ,571909,208306,0.488842,51.74708,1757701.21764374,7097.21894581898,88cf63a8-5c76-46e4-923f-0d2e64d67fb1
1700,E05004117,Trinity, ,572047,207138,0.490261,51.73655,1465382.96424103,6919.9878449851,b751acda-00b6-4c5b-8b43-9556bb61d056
1701,E05004118,Waterhouse Farm, ,569574,206261,0.454055,51.72942,2171310.0872879,7217.09197209762,cb0e5f61-7698-4061-9f63-89eefbacf0c7
1702,E05004119,Writtle, ,566560,206275,0.410462,51.73045,18064322.1893234,21401.3296685628,aecafa8c-45ac-4d0a-bd74-2483f0175163
1703,E05004147,"Broadley Common, Epping Upland and Nazeing", ,543207,204634,0.071888,51.72215,28194960.8533173,41201.1277128558,8365ebd1-3dea-4823-86b5-2b0222bfc524
1704,E05004148,Buckhurst Hill East, ,542063,194128,0.051067,51.62804,1192848.88827515,6131.85796142506,611f05a5-fc96-4671-be1b-605e89e15ef1
1705,E05004149,Buckhurst Hill West, ,541026,194106,0.036087,51.6281,2658445.37772369,7273.84948143392,01c44b98-47b5-4ec9-9c21-0b269bc73ef7
1706,E05004150,Chigwell Row, ,546243,193696,0.111234,51.62308,3772590.19425201,10666.5243431568,de08b2f0-a699-43d5-a532-93c6e6a69901
